airline,flightNumber,origin,destination,daysOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
GoAir,352,Patna,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:15,17:00,2022-03-29,2022-10-24
GoAir,368,Kannur International Airport,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",03:00,04:45,2022-03-29,2022-10-24
GoAir,243,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:00,10:20,2022-10-25,2023-03-27
GoAir,537,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:45,20:05,2022-10-25,2023-03-27
GoAir,388,Ranchi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:15,21:40,2022-03-29,2022-10-24
GoAir,2604,Indore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:50,13:25,2022-03-29,2022-10-24
GoAir,381,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",06:45,08:00,2022-03-30,2022-10-24
GoAir,332,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:15,14:40,2022-03-29,2022-10-24
GoAir,2606,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:25,18:50,2022-03-29,2022-10-24
GoAir,372,Goa,Mumbai,"Sunday,Monday,Thursday,Friday,Saturday",18:20,19:50,2022-03-29,2022-10-24
GoAir,372,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:30,18:50,2022-10-25,2023-03-27
GoAir,386,Srinagar,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,11:30,2022-05-01,2022-09-30
GoAir,287,Srinagar,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:25,18:25,2022-03-29,2022-10-24
GoAir,203,Delhi,Leh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:00,10:20,2022-10-25,2023-03-27
GoAir,515,Hyderabad,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:45,10:55,2022-10-25,2023-03-27
GoAir,131,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:35,14:10,2022-03-29,2022-10-24
GoAir,198,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00,19:35,2022-03-29,2022-10-24
GoAir,135,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:50,08:40,2022-10-25,2023-03-27
GoAir,2506,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:00,18:30,2022-10-25,2023-03-27
GoAir,133,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:50,20:40,2022-10-25,2023-03-27
GoAir,351,Mumbai,Patna,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:20,13:45,2022-03-29,2022-10-24
GoAir,873,Bengaluru,Patna,Monday,06:20,11:30,2022-10-25,2023-03-27
GoAir,873,Bengaluru,Patna,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:50,11:30,2022-10-25,2023-03-27
GoAir,923,Chennai,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:00,13:10,2022-10-25,2023-03-27
GoAir,305,Chennai,Port Blair,Thursday,08:40,10:55,2022-10-30,2023-03-26
GoAir,551,Hyderabad,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",08:25,10:10,2022-03-30,2022-10-24
GoAir,551,Hyderabad,Ahmedabad,Saturday,14:55,16:30,2022-03-29,2022-10-18
GoAir,717,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45,18:20,2022-03-29,2022-10-24
GoAir,713,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:05,21:45,2022-03-29,2022-10-24
GoAir,715,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:50,07:20,2022-10-25,2023-03-27
GoAir,768,Varanasi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",13:00,14:55,2022-03-30,2022-10-24
GoAir,110,Lucknow,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",16:10,18:00,2022-03-30,2022-10-24
GoAir,365,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:35,08:50,2022-03-29,2022-10-24
GoAir,244,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",09:05,10:15,2022-03-30,2022-10-24
GoAir,709,Jaipur,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:40,20:10,2022-03-29,2022-10-24
GoAir,801,Bengaluru,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:05,08:20,2022-10-25,2023-03-27
GoAir,914,Chennai,Ahmedabad,"Sunday,Monday,Tuesday,Friday",13:30,15:45,2022-10-26,2023-03-27
GoAir,914,Chennai,Ahmedabad,Thursday,14:10,16:25,2022-10-30,2023-03-26
GoAir,504,Hyderabad,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:40,16:35,2022-03-29,2022-10-24
GoAir,390,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45,07:40,2022-03-29,2022-10-24
GoAir,2607,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:15,21:20,2022-03-29,2022-10-24
GoAir,807,Bengaluru,Jaipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:55,20:00,2022-10-25,2023-03-27
GoAir,807,Bengaluru,Jaipur,Monday,17:30,20:00,2022-10-25,2023-03-27
GoAir,121,Hyderabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:35,10:55,2022-03-29,2022-10-24
GoAir,517,Hyderabad,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:05,22:05,2022-03-29,2022-10-24
GoAir,119,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:55,21:35,2022-03-29,2022-10-24
GoAir,113,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:00,08:50,2022-10-25,2023-03-27
GoAir,113,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:00,08:50,2022-10-25,2023-03-27
GoAir,404,Varanasi,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,14:50,2022-03-29,2022-10-24
GoAir,404,Varanasi,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,16:50,2022-03-29,2022-10-24
GoAir,375,Varanasi,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:25,16:55,2022-05-01,2022-06-29
GoAir,806,Lucknow,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:55,20:20,2022-03-29,2022-10-24
GoAir,806,Lucknow,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:55,21:25,2022-03-29,2022-10-24
GoAir,805,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:55,07:50,2022-03-29,2022-10-24
GoAir,805,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:55,07:50,2022-03-29,2022-10-24
GoAir,510,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:20,00:20,2022-03-29,2022-10-24
GoAir,510,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:20,00:20,2022-03-29,2022-10-24
GoAir,398,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:00,22:50,2022-03-29,2022-10-24
GoAir,325,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:40,00:30,2022-03-29,2022-10-24
GoAir,325,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:40,00:30,2022-03-29,2022-10-24
GoAir,273,Patna,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15,10:45,2022-03-29,2022-10-24
GoAir,273,Patna,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15,10:50,2022-03-29,2022-10-24
GoAir,874,Patna,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,15:00,2022-03-29,2022-10-24
GoAir,803,Port Blair,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:15,17:55,2022-09-16,2022-10-24
GoAir,802,Ahmedabad,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:45,11:35,2022-10-25,2023-03-27
GoAir,807,Jaipur,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:00,14:25,2022-03-29,2022-10-24
GoAir,808,Jaipur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:45,23:10,2022-10-25,2023-03-27
GoAir,375,Ranchi,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:40,16:55,2022-03-29,2022-04-30
GoAir,375,Ranchi,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:40,16:55,2022-07-01,2022-10-24
GoAir,293,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",01:30,02:55,2022-03-29,2022-10-24
GoAir,284,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:50,00:10,2022-03-29,2022-10-24
GoAir,284,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:50,00:10,2022-03-29,2022-10-24
GoAir,824,Surat,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:20,20:35,2022-03-29,2022-10-24
GoAir,286,Goa,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:50,15:05,2022-03-29,2022-10-24
GoAir,831,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:20,17:55,2022-06-15,2022-09-15
GoAir,376,Mumbai,Ranchi,Saturday,08:40,11:10,2022-07-05,2022-10-18
GoAir,387,Mumbai,Ranchi,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,18:45,2022-03-29,2022-10-24
GoAir,374,Bengaluru,Ranchi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:35,14:40,2022-10-25,2022-11-15
GoAir,374,Bengaluru,Ranchi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:35,14:40,2023-01-16,2023-03-27
GoAir,374,Bengaluru,Ranchi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:55,18:05,2022-11-16,2023-01-15
GoAir,2603,Mumbai,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:55,11:20,2022-03-29,2022-10-24
GoAir,513,Hyderabad,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",09:10,11:40,2022-03-30,2022-10-24
GoAir,805,Lucknow,Chandigarh,Monday,11:10,12:35,2022-03-31,2022-10-20
GoAir,381,Mumbai,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",08:40,11:00,2022-03-30,2022-10-24
GoAir,2506,Mumbai,Chandigarh,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:35,19:00,2022-03-29,2022-10-24
GoAir,816,Surat,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:20,15:50,2022-03-30,2022-10-24
GoAir,913,Srinagar,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",14:10,15:30,2022-03-30,2022-10-24
GoAir,2513,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45,19:00,2022-03-29,2022-10-24
GoAir,171,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:20,20:35,2022-03-29,2022-10-24
GoAir,275,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:45,22:00,2022-03-29,2022-10-24
GoAir,171,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:00,17:00,2022-10-25,2023-03-27
GoAir,284,Nagpur,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:55,22:15,2022-03-29,2022-10-24
GoAir,284,MIHAN,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:55,22:15,2022-03-29,2022-10-24
GoAir,393,Kolkata,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:25,00:35,2022-03-29,2022-10-24
GoAir,151,Delhi,Guwahati,"Monday,Wednesday,Friday,Saturday",10:20,12:40,2022-10-25,2023-03-27
GoAir,157,Delhi,Guwahati,"Monday,Wednesday,Friday,Saturday",12:35,15:00,2022-10-25,2023-03-27
GoAir,157,Bagdogra,Guwahati,"Sunday,Tuesday,Thursday",14:15,15:00,2022-10-26,2023-03-26
GoAir,503,Hyderabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:40,12:25,2022-03-29,2022-10-24
GoAir,916,Varanasi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:05,19:05,2022-03-29,2022-10-24
GoAir,303,Mumbai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:40,20:40,2022-03-29,2022-10-24
GoAir,912,Ahmedabad,Chennai,Thursday,17:00,19:20,2022-10-30,2023-03-26
GoAir,452,Pune,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:15,01:05,2022-03-29,2022-10-24
GoAir,918,Goa,Chennai,Saturday,09:10,10:40,2022-03-29,2022-10-18
GoAir,298,Guwahati,Aizwal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:10,14:15,2022-03-29,2022-10-24
GoAir,697,Delhi,Jammu,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:50,14:20,2022-03-29,2022-10-24
GoAir,697,Delhi,Jammu,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:50,13:15,2022-10-25,2023-03-27
GoAir,661,Hyderabad,Goa,Saturday,08:35,10:00,2022-03-29,2022-10-18
GoAir,571,Hyderabad,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:20,21:40,2022-03-29,2022-10-24
GoAir,571,Hyderabad,Goa,"Thursday,Friday,Saturday",15:10,16:45,2022-10-25,2023-03-27
GoAir,732,Nagpur,Goa,Saturday,10:20,11:40,2022-03-29,2022-10-18
GoAir,732,MIHAN,Goa,Saturday,10:20,11:40,2022-03-29,2022-10-18
GoAir,575,Mumbai,Goa,"Sunday,Monday,Tuesday,Friday,Saturday",05:00,06:15,2022-03-30,2022-10-24
GoAir,331,Mumbai,Goa,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:30,12:45,2022-03-29,2022-10-24
GoAir,382,Mumbai,Goa,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:20,16:45,2022-03-29,2022-10-24
GoAir,371,Mumbai,Goa,"Monday,Thursday,Friday,Saturday",16:25,17:50,2022-03-29,2022-10-24
GoAir,384,Mumbai,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:05,23:25,2022-03-29,2022-10-24
GoAir,286,Bengaluru,Goa,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:55,13:20,2022-10-25,2023-03-27
GoAir,123,Hyderabad,Kolkata,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:20,07:50,2022-07-01,2022-10-24
GoAir,557,Hyderabad,Kolkata,"Thursday,Friday,Saturday",19:25,21:25,2022-10-25,2023-03-27
GoAir,298,Bagdogra,Kolkata,"Monday,Wednesday,Friday,Saturday",14:15,15:10,2022-10-25,2023-03-27
GoAir,532,Ahmedabad,Kolkata,"Sunday,Tuesday,Thursday",06:15,08:45,2022-10-26,2023-03-26
GoAir,702,Jaipur,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:55,13:55,2022-10-25,2023-03-27
GoAir,830,Bengaluru,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:25,07:45,2022-10-25,2023-03-27
GoAir,832,Bengaluru,Kolkata,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:50,20:10,2022-10-25,2023-03-27
GoAir,832,Bengaluru,Kolkata,Monday,18:05,20:10,2022-10-25,2023-03-27
GoAir,546,Guwahati,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:05,12:20,2022-03-29,2022-10-24
GoAir,540,Guwahati,Kolkata,"Monday,Wednesday,Friday,Saturday",21:00,14:20,2022-10-25,2023-03-27
GoAir,915,Chennai,Kolkata,"Sunday,Tuesday",11:55,14:05,2022-10-26,2023-03-24
GoAir,187,Delhi,Srinagar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",15:45,17:15,2022-03-30,2022-10-24
GoAir,190,Delhi,Srinagar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:10,08:25,2022-10-25,2023-03-27
GoAir,386,Leh,Srinagar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,08:00,2022-05-01,2022-09-30
GoAir,357,Leh,Srinagar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:30,08:35,2022-03-29,2022-10-24
GoAir,911,Chandigarh,Srinagar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:00,16:00,2022-10-25,2023-03-27
GoAir,287,Jammu,Srinagar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:10,14:55,2022-03-29,2022-10-24
GoAir,287,Jammu,Srinagar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:45,11:35,2022-10-25,2023-03-27
GoAir,289,Jammu,Srinagar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:05,15:40,2022-10-25,2023-03-27
Air India,560,Delhi,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:15,09:15,2022-10-25,2023-03-27
Air India,544,Delhi,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:15,18:25,2022-10-25,2023-03-27
Air India,617,Mumbai,Hyderabad,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:10,15:40,2022-03-29,2022-10-24
Air India,619,Mumbai,Hyderabad,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:25,20:45,2022-03-29,2022-10-24
Air India,568,Dehradun,Hyderabad,Saturday,12:40,14:55,2022-10-25,2023-03-21
Air India,571,Ahmedabad,Hyderabad,"Monday,Wednesday,Friday",18:55,20:30,2022-10-27,2023-03-27
Air India,541,Tirupati,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:15,15:20,2022-03-29,2022-10-24
Air India,545,Chennai,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:00,14:55,2022-10-25,2023-03-27
Air India,526,Kolkata,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:05,21:15,2022-03-29,2022-10-24
Air India,512,Delhi,Thiruvananthapuram,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:10,16:20,2022-03-29,2022-10-24
Air India,512,Delhi,Thiruvananthapuram,Tuesday,08:20,11:30,2022-10-28,2023-03-24
Air India,512,Delhi,Thiruvananthapuram,"Monday,Thursday",13:30,16:50,2022-10-27,2023-03-26
Air India,667,Mumbai,Thiruvananthapuram,"Sunday,Tuesday,Friday",17:20,19:40,2022-03-30,2022-10-24
Air India,543,Hyderabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:45,12:20,2022-03-29,2022-10-24
Air India,541,Hyderabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:15,18:30,2022-03-29,2022-10-24
Air India,543,Hyderabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:10,12:45,2022-10-25,2023-03-27
Air India,840,Hyderabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:15,22:35,2022-10-25,2023-03-27
Air India,433,Varanasi,Delhi,"Monday,Wednesday,Friday,Saturday",15:30,17:10,2022-03-29,2022-10-24
Air India,405,Varanasi,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:40,18:15,2022-03-30,2022-10-24
Air India,428,Varanasi,Delhi,"Sunday,Wednesday,Friday",19:20,21:10,2022-03-30,2022-10-24
Air India,474,Bhubaneswar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:30,21:50,2022-10-25,2023-03-27
Air India,642,Nagpur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",02:00,03:40,2022-03-29,2022-10-24
Air India,442,Aurangabad,Delhi,"Sunday,Wednesday",20:30,22:20,2022-10-26,2023-03-25
Air India,404,Rajkot,Delhi,"Sunday,Tuesday,Thursday,Friday,Saturday",15:10,16:45,2022-03-29,2022-10-24
Air India,642,MIHAN,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",02:00,03:40,2022-03-29,2022-10-24
Air India,466,Kochi,Delhi,"Sunday,Monday,Wednesday,Friday",07:30,10:45,2022-03-29,2022-10-24
Air India,466,Kochi,Delhi,"Tuesday,Thursday,Saturday",07:45,10:45,2022-03-29,2022-10-24
Air India,511,Kochi,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:25,12:25,2022-03-29,2022-10-24
Air India,513,Kochi,Delhi,"Sunday,Wednesday,Friday,Saturday",16:15,19:20,2022-10-25,2023-03-27
Air India,864,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,09:05,2022-03-29,2022-10-24
Air India,806,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:00,10:15,2022-03-29,2022-10-24
Air India,809,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:00,12:15,2022-03-29,2022-10-24
Air India,677,Mumbai,Delhi,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00,15:15,2022-03-29,2022-10-24
Air India,687,Mumbai,Delhi,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:00,18:20,2022-03-29,2022-10-24
Air India,660,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00,20:30,2022-03-29,2022-10-24
Air India,888,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:00,21:15,2022-03-29,2022-10-24
Air India,452,Visakhapatnam,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:50,11:10,2022-03-29,2022-10-24
Air India,486,Visakhapatnam,Delhi,"Monday,Tuesday,Thursday,Saturday",12:30,14:45,2022-03-29,2022-10-23
Air India,488,Visakhapatnam,Delhi,"Sunday,Thursday",14:45,17:45,2022-03-30,2022-10-23
Air India,480,Amritsar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:45,00:00,2022-10-25,2023-03-27
Air India,3420,Leh,Delhi,"Tuesday,Friday",08:20,09:45,2022-04-01,2022-10-24
Air India,3450,Leh,Delhi,"Monday,Thursday,Saturday",08:20,09:45,2022-03-29,2022-10-23
Air India,3450,Leh,Delhi,"Tuesday,Friday",12:10,13:35,2022-04-01,2022-10-24
Air India,408,Patna,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:00,17:35,2022-03-29,2022-10-24
Air India,416,Patna,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:00,20:55,2022-03-29,2022-10-24
Air India,476,Jodhpur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:55,16:15,2022-03-29,2022-10-24
Air India,476,Jodhpur,Delhi,"Monday,Wednesday,Friday",17:00,14:15,2022-10-27,2023-03-27
Air India,532,Ahmedabad,Delhi,Thursday,19:45,21:15,2022-10-30,2023-03-26
Air India,532,Ahmedabad,Delhi,"Monday,Wednesday,Saturday",22:35,23:55,2022-10-25,2023-03-25
Air India,492,Jaipur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:30,14:25,2022-03-29,2022-10-24
Air India,492,Jaipur,Delhi,"Tuesday,Friday",17:00,18:00,2022-10-28,2023-03-27
Air India,804,Bengaluru,Delhi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:30,09:30,2022-10-25,2023-03-27
Air India,804,Bengaluru,Delhi,Monday,07:00,09:30,2022-10-25,2023-03-27
Air India,505,Bengaluru,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:20,12:05,2022-10-25,2023-03-27
Air India,503,Bengaluru,Delhi,Monday,17:00,19:55,2022-10-25,2023-03-27
Air India,503,Bengaluru,Delhi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:00,19:55,2022-10-25,2023-03-27
Air India,502,Bengaluru,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:00,23:45,2022-10-25,2023-03-27
Air India,468,Vijayawada,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:40,22:55,2022-03-29,2022-10-24
Air India,638,Indore,Delhi,"Sunday,Tuesday,Friday",01:30,02:55,2022-07-15,2022-10-24
Air India,635,Indore,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:15,11:10,2022-03-29,2022-10-24
Air India,422,Indore,Delhi,"Monday,Wednesday,Friday",16:30,18:10,2022-10-27,2023-03-27
Air India,478,Raipur,Delhi,"Monday,Tuesday,Thursday,Saturday",07:45,09:30,2022-03-29,2022-10-23
Air India,852,Pune,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:40,09:50,2022-03-29,2022-10-24
Air India,850,Pune,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:50,21:05,2022-03-29,2022-10-24
